id,trigger,conditions,script,text,options,notes,
vulpChat_researchComplete_terraformer4,DialogOptionSelected,$option == vulpChat_researchComplete_terraformer4,,"""Now, hyperwave phasing is a lot more complex then regular hypercomms. I couldn't track the origin of the transmissions with that array... At least not with what I had at the time.""

With that she highlights a whole set of datapads. Centuries of hyperspace topography readings, models used in the construction of makeshift hyperwave infrastructure, declassified phase-tech from the Second AI War...",vulpChat_researchComplete_terraformer5:Nod along understandingly,,
vulpChat_researchComplete_terraformer5,DialogOptionSelected,$option == vulpChat_researchComplete_terraformer5,,"""And here,"" she points, ""is the executive summary.""

You quickly skim through. She has managed to triangulate each transmission's position from their single data point, and has charted out the mystery ship's course.

Whatever damaged its comms must have also impaired its navigation and separated it from the rest of the XIV flotilla. Its trajectory arced wildly to the galactic west, missing the Core Worlds and diving headlong into the Orion-Perseus Abyss.",vulpChat_researchComplete_terraformer6:Continue,,
vulpChat_researchComplete_terraformer6,DialogOptionSelected,$option == vulpChat_researchComplete_terraformer6,FireBest VulpoidTerraformerBriefTransverseBlurb,"An involuntary shiver runs down your spine as you recognize byte flags in the final calls. Distress signals, for a fleet running dangerously low on fuel.

Laisa reaches over your shoulder and points. ""All those were made from hyperspace, except the very last. That one came from the bottom of a grav-well, and had additional data attached to the packet.""",vulpChat_researchComplete_terraformer7:Continue,,
vulpChat_researchComplete_terraformer6_doesntKnowTransverse,VulpoidTerraformerBriefTransverseBlurb,!$player.ability:fracture_jump,,"The rogue bodies in abyssal hyperspace don't have jump-points. Wherever they ended up, it would be impossible to leave.",,,
vulpChat_researchComplete_terraformer6_knowsTransverse,VulpoidTerraformerBriefTransverseBlurb,$player.ability:fracture_jump,,"The rogue bodies in abyssal hyperspace don't have jump-points. Wherever they ended up, it was inescapable without Transverse Jump.",,,
vulpChat_researchComplete_terraformer7,DialogOptionSelected,$option == vulpChat_researchComplete_terraformer7,"$player.vulp_gotTerraformerMission = true
VulpoidTerraformer giveIntel","""None of the information I had access to described that ship. But it must have been something special, especially if the XIV tried to escort it instead of scrapping it for parts.""

You thank her for the information and send the final coordinates to your nav officer. A site so deep in abyssal hyperspace is almost certainly untouched, but will be difficult to reach and return from.",vulpChat_researchCompleteFinish:Continue,,
,,,,,,,
# Lobster Research,,,,,,,
vulpChatAssignment_pickResearchOption_lobster,VulpoidPickResearchOptions,"$player.vulp_lobsterResearchAvailable
!$player.vulp_didLobsterResearch",,,vulpChatAssignment_pickResearch_lobster:Try to uncover the Volturnian Lobster Bioforge,,
vulpChatAssignment_pickResearch_lobster,DialogOptionSelected,$option == vulpChatAssignment_pickResearch_lobster,SetVulpoidExpression bruh,"""Right, let's see. The Diktat doesn't have it, so there probably won't be leads on their worlds. The ARC is bold enough that they'd probably give it a shot, so low odds on Umbra. My best bet would be Nortia, there's a chance some of the refugees brought over valuable information before Opis blew.""

""This is going to be time-consuming. I need to be quiet during my investigations, lest a Diktat spy get wise and snap up the forge before we can get to it. Call it six months.""","vulpChatAssignment_pickResearch_lobsterConfirm:Confirm
vulpChatAssignment_pickResearch:Cancel",,
vulpChatAssignment_pickResearch_lobsterConfirm,DialogOptionSelected,$option == vulpChatAssignment_pickResearch_lobsterConfirm,"SetVulpoidExpression default
VulpoidResearch setProject lobster 180
$player.vulp_didLobsterResearch = true
FireAll VulpoidChatTopLevelOptions","""Right, let's see if I can start a revolution as cover... Kidding, kidding!""

""...Probably kidding.""",,,
# Lobster In Progress,,,,,,,
vulpChatAssignment_inquireEmbarkedResearch_lobster,DialogOptionSelected,"$option == vulpChatAssignment_inquire
$vulp_profectoAssignment == special_vulpoid_embarked
$vulp_researchProject == lobster score:100",SetVulpoidExpression angry,"""Dolos Macario is a piece of work. I swear, keeping my operations under wraps is absurdly difficult! I'm not even plotting against the Diktat, just trying to avoid their notice, but that itself is attracting his spies! No wonder they've lasted so long, with him running their IntSec.""",,,
vulpChatAssignment_inquireEmbarkedResearch_lobsterMetMacario,DialogOptionSelected,"$option == vulpChatAssignment_inquire
$vulp_profectoAssignment == special_vulpoid_embarked
$vulp_researchProject == lobster score:100
$player.metMacario",SetVulpoidExpression angry,"""Dolos Macario is a piece of work. I swear, keeping my operations under wraps is absurdly difficult. I keep attracting spies because I'm trying to avoid attracting spies! Any chance you could pull some strings, get him off my back?""

""Actually, scratch that. Not that I don't trust you, but there's literally nothing you could do that'd make him less curious.""",,,
# Lobster Completed,,,,,,,
vulpChat_researchComplete_lobster,VulpoidResearchComplete,$vulp_researchProject == lobster,,"$name enters, wearing a ridiculous lobster-themed hat. ""Hello $playerSirOrMadam! Don’t mind the hat, I was just wrapping something up.""

""And speaking of wrapped up, I've finally got a decent lead on the Volturnian Bioforge! Well, decent might be a bit strong... How about some good news, bad news?""","vulpChat_researchComplete_lobster1:""Alright, let's hear the good news.""",,
vulpChat_researchComplete_lobster1,DialogOptionSelected,$option == vulpChat_researchComplete_lobster1,,"""So the good news is, I've pretty well confirmed that the bioforge is still on Volturn! It was hosted in a subsurface facility, and remained there through the course of the Askonia Crisis. We find that facility, we get the forge.""","vulpChat_researchComplete_lobster2:""And the bad news?""",,
vulpChat_researchComplete_lobster2,DialogOptionSelected,$option == vulpChat_researchComplete_lobster2,SetVulpoidExpression bruh,"""The whole facility was relocated to prevent it from being struck at by rebels during the Crisis. Any pre-Crisis leads to its location are nearly useless, and the oceans are far too big to find it without something to narrow our search.""","vulpChat_researchComplete_lobster3:""I presume there's more good news?""",,
vulpChat_researchComplete_lobster3,DialogOptionSelected,$option == vulpChat_researchComplete_lobster3,SetVulpoidExpression default,"""There is! The Chartery didn't want to loose the thing, they kept track of where they put it. And it's not like it was military tech, they just didn't want angry rebels dropping a depth charge on it. So there's a good assortment of sites that should theoretically have recoverable coordinate data for us!""","vulpChat_researchComplete_lobster4:""Great, where are they?""",,
vulpChat_researchComplete_lobster4,DialogOptionSelected,$option == vulpChat_researchComplete_lobster4,SetVulpoidExpression blush,"""So, remember how I said this was good news, bad news...?""","vulpChat_researchComplete_lobster5:""Where are the sites, $name?""",,
vulpChat_researchComplete_lobster5,DialogOptionSelected,$option == vulpChat_researchComplete_lobster5,,"""Opis.""","vulpChat_researchComplete_lobster6:""...""",,
vulpChat_researchComplete_lobster6,DialogOptionSelected,$option == vulpChat_researchComplete_lobster6,SetVulpoidExpression angry,"""Okay, look. I know it blew up. But all we need is a single datacore that we can scrape the location from. I've charted out a few chunks of continental crust that should have facilities that aren't completely atomized.""

""Send down a salvage team, pull apart that rubble, and get one functional datacore out of the mess. I'll provide the sniffers to pull the coordinate data, and as soon as we get it you can launch a raid on Volturn to grab the forge.""","vulpChat_researchComplete_lobster7:""I'll see what I can do.""",,
vulpChat_researchComplete_lobster7,DialogOptionSelected,$option == vulpChat_researchComplete_lobster7,"SetVulpoidExpression default
BeginMission lobsterForge","""Well they're not going anywhere! I'm quite confident I managed to divert all the Diktat spies, so they're still in the dark as to what I was looking for.""",vulpChat_researchCompleteFinish:Continue,,
,,,,,,,
# Fox Videos Research,,,,,,,
vulpChatAssignment_pickResearchOption_foxVideos,VulpoidPickResearchOptions,,,,vulpChatAssignment_pickResearch_foxVideos:Compile some data on Vulpoids,,
vulpChatAssignment_pickResearch_foxVideos,DialogOptionSelected,$option == vulpChatAssignment_pickResearch_foxVideos,"SetVulpoidExpression default
SetShortcut vulpChatAssignment_pickResearch ESCAPE
SetTooltip vulpChatAssignment_pickResearch_foxVideosConfirm1 ""Takes 1 cycle\nRequires 10 Vulpoids\nCosts 5,000 credits""
SetTooltip vulpChatAssignment_pickResearch_foxVideosConfirm2 ""Takes 2 cycles\nRequires 30 Vulpoids\nCosts 15,000 credits""
SetTooltip vulpChatAssignment_pickResearch_foxVideosConfirm3 ""Takes 3 cycles\nRequires 50 Vulpoids\nCosts 25,000 credits""
SetTooltip vulpChatAssignment_pickResearch_foxVideosConfirm4 ""Takes 4 cycles\nRequires 100 Vulpoids\nCosts 50,000 credits""
SetTooltip vulpChatAssignment_pickResearch_foxVideosConfirm5 ""Takes 5 cycles\nRequires 300 Vulpoids\nCosts 150,000 credits""
SetEnabled vulpChatAssignment_pickResearch_foxVideosConfirm1 false
SetEnabled vulpChatAssignment_pickResearch_foxVideosConfirm2 false
SetEnabled vulpChatAssignment_pickResearch_foxVideosConfirm3 false
SetEnabled vulpChatAssignment_pickResearch_foxVideosConfirm4 false
SetEnabled vulpChatAssignment_pickResearch_foxVideosConfirm5 false
FireAll EnableFoxVideosResearchOption","""Yeah, I can pull something together. Holo-media of them being adorable idiots is easy, be it images or vids. Medical studies too, practically everyone wants to get their hands on those scans. The real question is, how much work do you want me to put into it?""","vulpChatAssignment_pickResearch_foxVideosConfirm1:""Get me something quick but respectable.""
vulpChatAssignment_pickResearch_foxVideosConfirm2:""Go for a proper roadmap, but keep it streamlined.""
vulpChatAssignment_pickResearch_foxVideosConfirm3:""Let's make this a professional operation.""
vulpChatAssignment_pickResearch_foxVideosConfirm4:""I'm willing to commit to a significant investment.""
vulpChatAssignment_pickResearch_foxVideosConfirm5:""Spare no expense, and take as long as you need.""
vulpChatAssignment_pickResearch:Cancel",,
vulpChatAssignment_pickResearch_foxVideosDisable1,EnableFoxVideosResearchOption,"PlayerHasCargo vulpoids 10
$player.credits >= 5000",SetEnabled vulpChatAssignment_pickResearch_foxVideosConfirm1 true,,,,
vulpChatAssignment_pickResearch_foxVideosDisable2,EnableFoxVideosResearchOption,"PlayerHasCargo vulpoids 30
$player.credits >= 15000",SetEnabled vulpChatAssignment_pickResearch_foxVideosConfirm2 true,,,,
vulpChatAssignment_pickResearch_foxVideosDisable3,EnableFoxVideosResearchOption,"PlayerHasCargo vulpoids 50
$player.credits >= 25000",SetEnabled vulpChatAssignment_pickResearch_foxVideosConfirm3 true,,,,
vulpChatAssignment_pickResearch_foxVideosDisable4,EnableFoxVideosResearchOption,"PlayerHasCargo vulpoids 100
$player.credits >= 50000",SetEnabled vulpChatAssignment_pickResearch_foxVideosConfirm4 true,,,,
vulpChatAssignment_pickResearch_foxVideosDisable5,EnableFoxVideosResearchOption,"PlayerHasCargo vulpoids 300
$player.credits >= 150000",SetEnabled vulpChatAssignment_pickResearch_foxVideosConfirm5 true,,,,
vulpChatAssignment_pickResearch_foxVideosConfirm1,DialogOptionSelected,$option == vulpChatAssignment_pickResearch_foxVideosConfirm1,"VulpoidResearch setProject foxVideos 365
$foxVideosLevel = 1
RemoveCommodity vulpoids 10
RemoveCommodity credits 5000
FireAll VulpoidChatTopLevelOptions","""Alright, send the dummies over to my suite and I'll get started!""",,,
vulpChatAssignment_pickResearch_foxVideosConfirm2,DialogOptionSelected,$option == vulpChatAssignment_pickResearch_foxVideosConfirm2,"VulpoidResearch setProject foxVideos 730
$foxVideosLevel = 2
RemoveCommodity vulpoids 30
RemoveCommodity credits 15000
FireAll VulpoidChatTopLevelOptions","""Okay, I'll start drawing things up! Send the dummies over to my suite in the meantime.""",,,
vulpChatAssignment_pickResearch_foxVideosConfirm3,DialogOptionSelected,$option == vulpChatAssignment_pickResearch_foxVideosConfirm3,"VulpoidResearch setProject foxVideos 1095
$foxVideosLevel = 3
RemoveCommodity vulpoids 50
RemoveCommodity credits 25000
FireAll VulpoidChatTopLevelOptions","""Sounds good! I'll reach out to the quartermaster to book out some conference rooms.""",,,
vulpChatAssignment_pickResearch_foxVideosConfirm4,DialogOptionSelected,$option == vulpChatAssignment_pickResearch_foxVideosConfirm4,"VulpoidResearch setProject foxVideos 1460
$foxVideosLevel = 4
RemoveCommodity vulpoids 100
RemoveCommodity credits 50000
FireAll VulpoidChatTopLevelOptions","""Exciting! In that case, I'll see if I can persuade the quartermaster into giving me a bay to work with!""",,,
vulpChatAssignment_pickResearch_foxVideosConfirm5,DialogOptionSelected,$option == vulpChatAssignment_pickResearch_foxVideosConfirm5,"VulpoidResearch setProject foxVideos 1825
$foxVideosLevel = 5
RemoveCommodity vulpoids 300
RemoveCommodity credits 150000
FireAll VulpoidChatTopLevelOptions","""Yes, thank you $playerSirOrMadam! Oh don't worry, I've got some fantastic plans!""",,,
# Fox Videos In Progress,,,,,,,
vulpChatAssignment_inquireEmbarkedResearch_foxVideos_chasingTail,DialogOptionSelected,"$option == vulpChatAssignment_inquire
$vulp_profectoAssignment == special_vulpoid_embarked
$vulp_researchProject == foxVideos score:100",SetVulpoidExpression default,"""One of the dummies got a sticker stuck to her tail! She spent ages chasing it in circles, it was great!""",,,
vulpChatAssignment_inquireEmbarkedResearch_foxVideos_cosplay,DialogOptionSelected,"$option == vulpChatAssignment_inquire
$vulp_profectoAssignment == special_vulpoid_embarked
$vulp_researchProject == foxVideos score:100",SetVulpoidExpression default,"""We tried out a whole selection of clothes and costumes. I think I'll hang on to a few for my own wardrobe!""",,,
vulpChatAssignment_inquireEmbarkedResearch_foxVideos_popSong,DialogOptionSelected,"$option == vulpChatAssignment_inquire
$vulp_profectoAssignment == special_vulpoid_embarked
$vulp_researchProject == foxVideos score:100",SetVulpoidExpression default,"""I had them perform some dances to a new pop song, I'm sure it'll be a hit on the holonet!""",,,
vulpChatAssignment_inquireEmbarkedResearch_foxVideos_newProtein,DialogOptionSelected,"$option == vulpChatAssignment_inquire
$vulp_profectoAssignment == special_vulpoid_embarked
$vulp_researchProject == foxVideos score:100",SetVulpoidExpression default,"""I've identified a novel protein structural variation that presents under niche circumstances. The academic community will love this!""",,,
